country,year_month,n,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,mad,classification,obs12_10,obs12_11,obs12_12,obs12_13,obs12_14,obs12_15,obs12_16,obs12_17,obs12_18,obs12_19
Sweden,2011-05,19,0.0,0.0,0.285714,0.142857,0.071429,0.142857,0.142857,0.142857,0.071429,0.10775,NONCONFORMING,0.111111,0.0,0.0,0.111111,0.0,0.0,0.055556,0.055556,0.055556,0.055556
Sweden,2011-06,35,0.034483,0.068966,0.103448,0.206897,0.172414,0.034483,0.172414,0.0,0.206897,0.106396,NONCONFORMING,0.0,0.0,0.029412,0.029412,0.088235,0.147059,0.0,0.147059,0.0,0.147059
Sweden,2011-07,54,0.191489,0.12766,0.148936,0.042553,0.12766,0.085106,0.106383,0.0,0.170213,0.058552,NONCONFORMING,0.037037,0.037037,0.092593,0.12963,0.0,0.074074,0.037037,0.037037,0.0,0.074074
Sweden,2011-08,39,0.052632,0.105263,0.157895,0.052632,0.263158,0.052632,0.157895,0.0,0.157895,0.095327,NONCONFORMING,0.176471,0.0,0.029412,0.058824,0.029412,0.088235,0.029412,0.088235,0.0,0.058824
Sweden,2011-09,44,0.096774,0.0,0.096774,0.032258,0.193548,0.032258,0.193548,0.064516,0.290323,0.112856,NONCONFORMING,0.119048,0.0,0.0,0.047619,0.0,0.02381,0.02381,0.071429,0.02381,0.0
Sweden,2011-10,48,0.133333,0.066667,0.033333,0.133333,0.166667,0.133333,0.166667,0.066667,0.1,0.081939,NONCONFORMING,0.204545,0.022727,0.022727,0.022727,0.0,0.068182,0.090909,0.0,0.022727,0.022727
Sweden,2011-11,78,0.040816,0.040816,0.163265,0.204082,0.22449,0.102041,0.122449,0.040816,0.061224,0.090183,NONCONFORMING,0.179104,0.014925,0.029851,0.089552,0.089552,0.119403,0.059701,0.074627,0.014925,0.044776
Sweden,2011-12,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194458,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2009-12,16,0.1,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.4,0.110882,NONCONFORMING,0.125,0.0,0.125,0.0,0.0,0.0625,0.0,0.0,0.0,0.125
Switzerland,2010-02,21,0.1,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.5,0.159349,NONCONFORMING,0.105263,0.0,0.0,0.0,0.0,0.052632,0.0,0.157895,0.0,0.105263
Switzerland,2010-03,58,0.078947,0.184211,0.052632,0.184211,0.289474,0.0,0.157895,0.0,0.052632,0.091664,NONCONFORMING,0.142857,0.0,0.122449,0.040816,0.142857,0.204082,0.0,0.122449,0.0,0.020408
Switzerland,2010-04,73,0.095238,0.047619,0.119048,0.0,0.309524,0.0,0.166667,0.0,0.261905,0.12337,NONCONFORMING,0.098592,0.028169,0.028169,0.042254,0.0,0.098592,0.0,0.070423,0.0,0.084507
Switzerland,2010-05,251,0.082051,0.097436,0.138462,0.046154,0.148718,0.05641,0.133333,0.025641,0.271795,0.085431,NONCONFORMING,0.117155,0.004184,0.058577,0.07113,0.033473,0.079498,0.020921,0.096234,0.008368,0.100418
Switzerland,2010-06,113,0.064935,0.103896,0.168831,0.025974,0.298701,0.038961,0.090909,0.012987,0.194805,0.098973,NONCONFORMING,0.141509,0.018868,0.066038,0.056604,0.018868,0.150943,0.028302,0.04717,0.0,0.09434
Switzerland,2010-07,28,0.0,0.043478,0.043478,0.0,0.26087,0.043478,0.130435,0.043478,0.434783,0.142924,NONCONFORMING,0.071429,0.0,0.035714,0.0,0.0,0.214286,0.0,0.107143,0.035714,0.321429
Switzerland,2010-08,80,0.016667,0.066667,0.066667,0.05,0.366667,0.05,0.083333,0.033333,0.266667,0.118608,NONCONFORMING,0.041096,0.013699,0.013699,0.013699,0.013699,0.219178,0.041096,0.068493,0.0,0.054795
Switzerland,2010-09,84,0.058824,0.073529,0.102941,0.088235,0.235294,0.073529,0.191176,0.0,0.176471,0.094799,NONCONFORMING,0.08642,0.0,0.061728,0.012346,0.024691,0.098765,0.024691,0.148148,0.0,0.074074
Switzerland,2010-10,229,0.079755,0.147239,0.08589,0.03681,0.306748,0.04908,0.141104,0.018405,0.134969,0.088865,NONCONFORMING,0.109005,0.004739,0.066351,0.047393,0.018957,0.151659,0.018957,0.090047,0.009479,0.061611
Switzerland,2010-11,232,0.081761,0.062893,0.081761,0.069182,0.333333,0.012579,0.220126,0.012579,0.125786,0.110292,NONCONFORMING,0.16,0.0,0.035556,0.004444,0.008889,0.155556,0.008889,0.071111,0.0,0.044444
Switzerland,2010-12,50,0.0,0.0,0.137931,0.0,0.448276,0.034483,0.034483,0.034483,0.310345,0.143705,NONCONFORMING,0.155556,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.088889
Switzerland,2011-01,160,0.073684,0.126316,0.115789,0.042105,0.263158,0.052632,0.094737,0.031579,0.2,0.083325,NONCONFORMING,0.178571,0.0,0.042857,0.028571,0.014286,0.092857,0.021429,0.057143,0.0,0.042857
Switzerland,2011-02,102,0.083333,0.083333,0.059524,0.047619,0.202381,0.047619,0.285714,0.011905,0.178571,0.107497,NONCONFORMING,0.080808,0.010101,0.060606,0.040404,0.020202,0.131313,0.030303,0.242424,0.0,0.090909
Switzerland,2011-03,60,0.02381,0.0,0.190476,0.119048,0.190476,0.071429,0.214286,0.0,0.190476,0.112103,NONCONFORMING,0.160714,0.0,0.0,0.017857,0.017857,0.142857,0.053571,0.160714,0.0,0.035714
Switzerland,2011-04,80,0.058824,0.058824,0.147059,0.044118,0.191176,0.132353,0.161765,0.0,0.205882,0.102982,NONCONFORMING,0.013514,0.027027,0.040541,0.108108,0.040541,0.135135,0.121622,0.148649,0.0,0.162162
Switzerland,2011-05,157,0.064,0.024,0.128,0.048,0.208,0.168,0.112,0.04,0.208,0.099819,NONCONFORMING,0.066667,0.033333,0.013333,0.033333,0.026667,0.133333,0.106667,0.073333,0.02,0.08
Switzerland,2011-06,126,0.064516,0.139785,0.139785,0.043011,0.096774,0.0,0.11828,0.043011,0.354839,0.089291,NONCONFORMING,0.123967,0.0,0.057851,0.082645,0.024793,0.033058,0.0,0.082645,0.016529,0.123967
Switzerland,2011-07,177,0.048544,0.019417,0.184466,0.048544,0.300971,0.067961,0.194175,0.009709,0.126214,0.110882,NONCONFORMING,0.057377,0.0,0.008197,0.098361,0.008197,0.229508,0.04918,0.098361,0.0,0.07377
Switzerland,2011-08,271,0.039801,0.084577,0.069652,0.074627,0.293532,0.099502,0.179104,0.034826,0.124378,0.099253,NONCONFORMING,0.112903,0.008065,0.052419,0.028226,0.040323,0.217742,0.076613,0.133065,0.020161,0.076613
Switzerland,2011-09,194,0.03937,0.11811,0.07874,0.062992,0.125984,0.110236,0.212598,0.015748,0.23622,0.096703,NONCONFORMING,0.116279,0.0,0.034884,0.011628,0.017442,0.063953,0.05814,0.139535,0.005814,0.098837
Switzerland,2011-10,383,0.046083,0.069124,0.115207,0.110599,0.239631,0.050691,0.152074,0.02765,0.18894,0.091423,NONCONFORMING,0.136519,0.010239,0.023891,0.027304,0.020478,0.088737,0.027304,0.105802,0.010239,0.064846
Switzerland,2011-11,231,0.064516,0.129032,0.077419,0.025806,0.309677,0.083871,0.129032,0.032258,0.148387,0.093576,NONCONFORMING,0.167421,0.00905,0.072398,0.004525,0.013575,0.122172,0.031674,0.076923,0.00905,0.040724
Thailand,2010-06,10,0.0,0.444444,0.0,0.0,0.0,0.111111,0.444444,0.0,0.0,0.155327,NONCONFORMING,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Thailand,2010-07,67,0.016949,0.220339,0.050847,0.067797,0.355932,0.050847,0.20339,0.0,0.033898,0.103644,NONCONFORMING,0.015385,0.0,0.184615,0.046154,0.061538,0.276923,0.030769,0.184615,0.0,0.030769
United Arab Emirates,2009-12,53,0.071429,0.0,0.214286,0.071429,0.357143,0.071429,0.071429,0.142857,0.0,0.105985,NONCONFORMING,0.125,0.0,0.0,0.1875,0.0625,0.3125,0.0,0.0,0.0625,0.0
United Arab Emirates,2010-02,114,0.04,0.08,0.106667,0.026667,0.453333,0.0,0.16,0.0,0.133333,0.125275,NONCONFORMING,0.126126,0.018018,0.036036,0.036036,0.0,0.198198,0.0,0.099099,0.0,0.054054
United Arab Emirates,2010-03,67,0.044444,0.111111,0.133333,0.0,0.288889,0.155556,0.266667,0.0,0.0,0.11453,NONCONFORMING,0.114754,0.032787,0.04918,0.098361,0.0,0.180328,0.114754,0.114754,0.0,0.0
United Arab Emirates,2010-08,76,0.072727,0.054545,0.072727,0.090909,0.418182,0.036364,0.0,0.0,0.254545,0.121731,NONCONFORMING,0.026667,0.0,0.04,0.026667,0.066667,0.093333,0.0,0.0,0.0,0.08
United Arab Emirates,2010-09,28,0.0,0.125,0.0,0.0,0.75,0.0,0.125,0.0,0.0,0.163962,NONCONFORMING,0.347826,0.0,0.043478,0.0,0.0,0.26087,0.0,0.043478,0.0,0.0
United Arab Emirates,2010-10,12,0.111111,0.0,0.222222,0.111111,0.222222,0.222222,0.111111,0.0,0.0,0.102871,NONCONFORMING,0.166667,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,2010-11,51,0.02439,0.073171,0.097561,0.04878,0.317073,0.097561,0.097561,0.02439,0.219512,0.107073,NONCONFORMING,0.085106,0.0,0.06383,0.0,0.021277,0.148936,0.0,0.085106,0.021277,0.106383
United Arab Emirates,2011-02,31,0.074074,0.0,0.0,0.074074,0.444444,0.037037,0.037037,0.037037,0.296296,0.136845,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.064516,0.0,0.032258,0.0,0.16129
United Arab Emirates,2011-09,38,0.0,0.041667,0.125,0.25,0.083333,0.0,0.083333,0.0,0.416667,0.123012,NONCONFORMING,0.16129,0.0,0.032258,0.0,0.096774,0.064516,0.0,0.032258,0.0,0.193548
United Kingdom,2009-12,40695,0.11334,0.117557,0.147138,0.056734,0.211794,0.05782,0.14356,0.036289,0.115768,0.068976,NONCONFORMING,0.100031,0.047614,0.070182,0.083505,0.02453,0.113923,0.020554,0.089651,0.015183,0.041417
United Kingdom,2010-01,27681,0.12186,0.109955,0.150919,0.059336,0.217567,0.062523,0.129546,0.024747,0.123547,0.069713,NONCONFORMING,0.113978,0.057704,0.063497,0.084487,0.031222,0.121502,0.033629,0.079522,0.009705,0.051309
United Kingdom,2010-02,25546,0.115018,0.112944,0.137645,0.068163,0.221552,0.069482,0.135194,0.019138,0.120864,0.068871,NONCONFORMING,0.109815,0.05533,0.066073,0.071675,0.04144,0.123014,0.042744,0.089709,0.005142,0.056557
United Kingdom,2010-03,36871,0.111583,0.107335,0.123399,0.071158,0.23226,0.070096,0.130368,0.022104,0.131696,0.069899,NONCONFORMING,0.116651,0.05226,0.067169,0.059848,0.041466,0.129582,0.040611,0.084322,0.007107,0.065406
United Kingdom,2010-04,30063,0.099695,0.113226,0.119248,0.071593,0.250911,0.067207,0.125716,0.019329,0.133076,0.072674,NONCONFORMING,0.103193,0.047469,0.070596,0.059002,0.045526,0.138946,0.040185,0.086621,0.004553,0.069382
United Kingdom,2010-05,30193,0.10565,0.107926,0.112628,0.075085,0.230641,0.0697,0.13576,0.019719,0.14289,0.073137,NONCONFORMING,0.102082,0.0483,0.062777,0.052489,0.044542,0.126663,0.040722,0.09586,0.005668,0.069924
United Kingdom,2010-06,35176,0.104838,0.108881,0.109945,0.076252,0.23209,0.064123,0.138956,0.022982,0.141935,0.073345,NONCONFORMING,0.115369,0.04829,0.063757,0.051727,0.047431,0.131065,0.038609,0.09784,0.006817,0.070745
United Kingdom,2010-07,29117,0.09461,0.106526,0.113484,0.086932,0.222649,0.073656,0.137716,0.024472,0.139955,0.072022,NONCONFORMING,0.115192,0.042628,0.065,0.049103,0.054295,0.120962,0.043654,0.097436,0.006667,0.068333
United Kingdom,2010-08,29226,0.10019,0.097024,0.116255,0.074865,0.229978,0.075419,0.137306,0.022317,0.146645,0.075438,NONCONFORMING,0.106495,0.045224,0.055753,0.049156,0.04516,0.127743,0.046492,0.095776,0.005391,0.072751
United Kingdom,2010-09,36023,0.095508,0.088646,0.108796,0.052901,0.267062,0.066937,0.154273,0.024579,0.141298,0.084378,NONCONFORMING,0.115933,0.039683,0.050223,0.04572,0.028798,0.140524,0.041267,0.105344,0.007175,0.068778
United Kingdom,2010-10,51008,0.099589,0.082281,0.107391,0.057739,0.270677,0.067149,0.164988,0.02336,0.126827,0.084392,NONCONFORMING,0.120417,0.04456,0.048137,0.04307,0.032377,0.149776,0.038636,0.109054,0.008681,0.061885
United Kingdom,2010-11,68201,0.118252,0.094211,0.102863,0.061797,0.257635,0.069572,0.145842,0.025078,0.124751,0.077316,NONCONFORMING,0.109039,0.057478,0.054312,0.041198,0.032433,0.139905,0.041262,0.094294,0.009884,0.054727
United Kingdom,2010-12,37903,0.130661,0.104952,0.10636,0.061351,0.24322,0.088258,0.131225,0.027823,0.106149,0.070883,NONCONFORMING,0.097236,0.069146,0.055556,0.040089,0.031445,0.12436,0.05311,0.081713,0.009382,0.042022
United Kingdom,2011-01,30101,0.113303,0.094052,0.111962,0.085816,0.219711,0.08888,0.131692,0.024998,0.129585,0.071109,NONCONFORMING,0.10931,0.058122,0.058824,0.047604,0.044644,0.131983,0.055473,0.087963,0.0067,0.06233
United Kingdom,2011-02,24292,0.091035,0.086969,0.094308,0.084986,0.244645,0.075863,0.155692,0.022808,0.143693,0.082226,NONCONFORMING,0.113964,0.044225,0.05516,0.040904,0.0422,0.148469,0.049976,0.1104,0.004536,0.074113
United Kingdom,2011-03,31663,0.087316,0.088454,0.097102,0.079958,0.241997,0.080033,0.14626,0.027538,0.151343,0.082168,NONCONFORMING,0.103022,0.041512,0.056022,0.042206,0.038231,0.153807,0.053435,0.10441,0.010473,0.079869
United Kingdom,2011-04,26462,0.091175,0.07955,0.099963,0.080923,0.252197,0.09026,0.143812,0.027646,0.134475,0.082415,NONCONFORMING,0.110207,0.039349,0.05166,0.039862,0.03803,0.151902,0.060746,0.098117,0.011065,0.065949
United Kingdom,2011-05,32159,0.091815,0.085989,0.090692,0.082479,0.226309,0.108662,0.130072,0.023796,0.160185,0.083411,NONCONFORMING,0.096022,0.038067,0.051516,0.036243,0.036642,0.136141,0.077388,0.084967,0.008377,0.079895
United Kingdom,2011-06,31473,0.092909,0.099043,0.103132,0.088902,0.201194,0.106731,0.131103,0.023227,0.153758,0.076202,NONCONFORMING,0.093684,0.037686,0.059514,0.046576,0.035496,0.119958,0.07358,0.089769,0.008824,0.072917
United Kingdom,2011-07,33428,0.092003,0.088914,0.105901,0.088427,0.192295,0.124512,0.13199,0.028446,0.147513,0.076985,NONCONFORMING,0.093183,0.034152,0.054852,0.046951,0.03807,0.116299,0.083714,0.085869,0.01306,0.067389
United Kingdom,2011-08,29624,0.085225,0.087961,0.102527,0.084661,0.217689,0.108643,0.13858,0.023419,0.151296,0.081407,NONCONFORMING,0.091514,0.030957,0.050346,0.043301,0.0349,0.127771,0.07316,0.095263,0.009371,0.070833
United Kingdom,2011-09,43352,0.080061,0.093531,0.093314,0.099234,0.214872,0.098854,0.139862,0.028081,0.152192,0.079606,NONCONFORMING,0.096714,0.030302,0.053797,0.040229,0.035937,0.117262,0.066109,0.099142,0.012615,0.071224
United Kingdom,2011-10,51099,0.083834,0.097574,0.094499,0.103081,0.212213,0.09936,0.138003,0.029168,0.142269,0.077364,NONCONFORMING,0.090595,0.036181,0.056729,0.035004,0.041826,0.120685,0.069642,0.097417,0.012954,0.067611
United Kingdom,2011-11,73347,0.092314,0.110101,0.095771,0.10614,0.192318,0.102179,0.129753,0.030758,0.140666,0.07206,NONCONFORMING,0.095697,0.041805,0.063819,0.035855,0.043809,0.106501,0.068767,0.086961,0.011085,0.061314
United Kingdom,2011-12,22298,0.094485,0.110907,0.100735,0.121078,0.188725,0.106495,0.11826,0.035784,0.123529,0.069178,NONCONFORMING,0.080433,0.040012,0.065428,0.036236,0.047566,0.103705,0.071961,0.078902,0.014903,0.055323
Unspecified,2010-01,63,0.119048,0.071429,0.071429,0.02381,0.333333,0.02381,0.285714,0.0,0.071429,0.112788,NONCONFORMING,0.020408,0.081633,0.040816,0.040816,0.020408,0.204082,0.0,0.244898,0.0,0.020408
Unspecified,2010-04,14,0.125,0.125,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.138903,NONCONFORMING,0.285714,0.0,0.071429,0.0,0.0,0.214286,0.0,0.0,0.0,0.142857
Unspecified,2010-07,70,0.117647,0.019608,0.0,0.078431,0.54902,0.039216,0.0,0.039216,0.156863,0.129099,NONCONFORMING,0.057143,0.0,0.0,0.0,0.0,0.228571,0.0,0.0,0.0,0.057143
Unspecified,2010-09,110,0.023256,0.023256,0.127907,0.081395,0.325581,0.023256,0.22093,0.023256,0.151163,0.115047,NONCONFORMING,0.079208,0.009901,0.009901,0.108911,0.059406,0.247525,0.019802,0.178218,0.009901,0.079208
Unspecified,2010-11,51,0.210526,0.052632,0.052632,0.105263,0.157895,0.052632,0.210526,0.0,0.157895,0.078164,NONCONFORMING,0.25,0.142857,0.035714,0.0,0.071429,0.071429,0.035714,0.142857,0.0,0.071429
Unspecified,2011-04,16,0.0,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.163975,NONCONFORMING,0.0,0.0,0.0,0.375,0.0,0.1875,0.0,0.1875,0.0,0.0
Unspecified,2011-05,60,0.027778,0.0,0.0,0.083333,0.361111,0.083333,0.194444,0.027778,0.222222,0.13583,NONCONFORMING,0.236364,0.018182,0.0,0.0,0.018182,0.127273,0.054545,0.090909,0.018182,0.127273
Unspecified,2011-06,9,0.0,0.125,0.0,0.375,0.125,0.0,0.25,0.0,0.125,0.132258,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.125
Unspecified,2011-07,212,0.162162,0.189189,0.108108,0.0,0.216216,0.162162,0.054054,0.081081,0.027027,0.061173,NONCONFORMING,0.236364,0.109091,0.109091,0.072727,0.0,0.109091,0.072727,0.018182,0.0,0.0
Unspecified,2011-08,23,0.0,0.0,0.045455,0.136364,0.136364,0.227273,0.090909,0.0,0.363636,0.135057,NONCONFORMING,0.0,0.0,0.0,0.043478,0.130435,0.086957,0.217391,0.086957,0.0,0.173913
Unspecified,2011-09,51,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.149098,NONCONFORMING,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0
Unspecified,2011-11,54,0.069767,0.0,0.069767,0.093023,0.325581,0.116279,0.093023,0.0,0.232558,0.115014,NONCONFORMING,0.113208,0.018868,0.0,0.037736,0.037736,0.207547,0.09434,0.056604,0.0,0.188679
Usa,2009-12,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.200687,NONCONFORMING,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Usa,2010-01,112,0.044776,0.089552,0.104478,0.134328,0.208955,0.059701,0.179104,0.059701,0.119403,0.082333,NONCONFORMING,0.025316,0.025316,0.037975,0.063291,0.037975,0.177215,0.0,0.126582,0.0,0.050633
Usa,2010-05,15,0.0,0.0,0.0,0.5,0.1,0.4,0.0,0.0,0.0,0.168214,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0
Usa,2010-06,38,0.0,0.076923,0.269231,0.038462,0.346154,0.0,0.269231,0.0,0.0,0.138334,NONCONFORMING,0.131579,0.0,0.052632,0.184211,0.026316,0.236842,0.0,0.184211,0.0,0.0
Usa,2010-07,24,0.263158,0.210526,0.157895,0.052632,0.105263,0.052632,0.052632,0.0,0.105263,0.033995,NONCONFORMING,0.05,0.15,0.05,0.1,0.0,0.1,0.05,0.0,0.0,0.0
Usa,2010-10,9,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.0,0.0,0.166694,NONCONFORMING,0.444444,0.0,0.0,0.0,0.0,0.0,0.222222,0.222222,0.0,0.0
Usa,2010-11,39,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.125,0.125,0.099771,NONCONFORMING,0.0,0.181818,0.0,0.090909,0.0,0.181818,0.0,0.0,0.0,0.0
Usa,2011-04,22,0.083333,0.083333,0.0,0.166667,0.25,0.083333,0.166667,0.0,0.166667,0.108121,NONCONFORMING,0.071429,0.0,0.071429,0.0,0.0,0.214286,0.0,0.071429,0.0,0.142857
Usa,2011-10,126,0.012048,0.096386,0.120482,0.072289,0.180723,0.168675,0.216867,0.012048,0.120482,0.097082,NONCONFORMING,0.155172,0.0,0.051724,0.068966,0.034483,0.12069,0.112069,0.146552,0.0,0.068966
Usa,2011-12,32,0.05,0.0,0.55,0.05,0.05,0.1,0.15,0.0,0.05,0.123192,NONCONFORMING,0.0,0.0,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0
West Indies,2010-08,51,0.0,0.133333,0.133333,0.066667,0.2,0.066667,0.133333,0.0,0.266667,0.094548,NONCONFORMING,0.0,0.0,0.125,0.0,0.0625,0.0625,0.0,0.125,0.0,0.25
